2 0 0
5 0 0
7 0 0
10 0 0
13 0 0
15 0 0
18 0 0
21 0 0
23 0 0
26 0 0
29 0 0
31 0 0
34 0 0
37 0 0
39 0 0
42 0 0
45 0 0
47 0 0
50 0 0
53 0 0
55 0 0
58 0 0
61 0 0
63 0 0
66 0 0
69 0 0
71 0 0
74 0 0
77 0 0
79 0 0
82 0 0
85 0 0
87 0 0
90 0 0
92 0 0
95 0 0
98 0 0
100 0 0
103 0 0
106 0 0
108 0 0
111 0 0
114 0 0
116 0 0
119 0 0
122 0 0
124 0 0
127 0 0
130 0 0
132 0 0
135 0 0
138 0 0
140 0 0
143 0 0
146 0 0
148 0 0
151 0 0
154 0 0
156 0 0
159 0 0
162 0 0
164 0 0
167 0 0
170 0 0
172 0 0
175 0 0
177 0 0
180 0 0
183 0 0
185 0 0
188 0 0
191 0 0
193 0 0
196 0 0
199 0 0
201 0 0
204 0 0
207 0 0
209 0 0
212 0 0
215 0 0
217 0 0
220 0 0
223 0 0
225 0 0
228 0 0
231 0 0
233 0 0
236 0 0
239 0 0
241 0 0
244 0 0
247 0 0
249 0 0
252 0 0
255 0 0
255 2 0
255 5 0
255 7 0
255 10 0
255 13 0
255 15 0
255 18 0
255 21 0
255 23 0
255 26 0
255 29 0
255 31 0
255 34 0
255 37 0
255 39 0
255 42 0
255 45 0
255 47 0
255 50 0
255 53 0
255 55 0
255 58 0
255 61 0
255 63 0
255 66 0
255 69 0
255 71 0
255 74 0
255 77 0
255 79 0
255 82 0
255 85 0
255 87 0
255 90 0
255 92 0
255 95 0
255 98 0
255 100 0
255 103 0
255 106 0
255 108 0
255 111 0
255 114 0
255 116 0
255 119 0
255 122 0
255 124 0
255 127 0
255 130 0
255 132 0
255 135 0
255 138 0
255 140 0
255 143 0
255 146 0
255 148 0
255 151 0
255 154 0
255 156 0
255 159 0
255 162 0
255 164 0
255 167 0
255 170 0
255 172 0
255 175 0
255 177 0
255 180 0
255 183 0
255 185 0
255 188 0
255 191 0
255 193 0
255 196 0
255 199 0
255 201 0
255 204 0
255 207 0
255 209 0
255 212 0
255 215 0
255 217 0
255 220 0
255 223 0
255 225 0
255 228 0
255 231 0
255 233 0
255 236 0
255 239 0
255 241 0
255 244 0
255 247 0
255 249 0
255 252 0
255 255 0
255 255 3
255 255 7
255 255 11
255 255 15
255 255 19
255 255 23
255 255 27
255 255 31
255 255 35
255 255 39
255 255 43
255 255 47
255 255 51
255 255 55
255 255 59
255 255 63
255 255 67
255 255 71
255 255 75
255 255 79
255 255 83
255 255 87
255 255 91
255 255 95
255 255 99
255 255 103
255 255 107
255 255 111
255 255 115
255 255 119
255 255 123
255 255 127
255 255 131
255 255 135
255 255 139
255 255 143
255 255 147
255 255 151
255 255 155
255 255 159
255 255 163
255 255 167
255 255 171
255 255 175
255 255 179
255 255 183
255 255 187
255 255 191
255 255 195
255 255 199
255 255 203
255 255 207
255 255 211
255 255 215
255 255 219
255 255 223
255 255 227
255 255 231
255 255 235
255 255 239
255 255 243
255 255 247
255 255 251
255 255 255
