0 255 255
1 254 255
2 253 255
3 252 255
4 251 255
5 250 255
6 249 255
7 248 255
8 247 255
9 246 255
10 245 255
11 244 255
12 243 255
13 242 255
14 241 255
15 240 255
16 239 255
17 238 255
18 237 255
19 236 255
20 235 255
21 234 255
22 233 255
23 232 255
24 231 255
25 230 255
26 229 255
27 228 255
28 227 255
29 226 255
30 225 255
31 224 255
32 223 255
33 222 255
34 221 255
35 220 255
36 219 255
37 218 255
38 217 255
39 216 255
40 215 255
41 214 255
42 213 255
43 211 255
44 211 255
45 210 255
46 209 255
47 208 255
48 207 255
49 206 255
50 205 255
51 204 255
52 203 255
53 202 255
54 201 255
55 200 255
56 199 255
57 198 255
58 197 255
59 195 255
60 195 255
61 194 255
62 193 255
63 192 255
64 191 255
65 190 255
66 189 255
67 188 255
68 187 255
69 186 255
70 185 255
71 184 255
72 183 255
73 182 255
74 180 255
75 179 255
76 179 255
77 178 255
78 177 255
79 176 255
80 175 255
81 174 255
82 173 255
83 172 255
84 171 255
85 170 255
86 169 255
87 168 255
88 167 255
89 166 255
90 164 255
91 163 255
92 163 255
93 162 255
94 161 255
95 160 255
96 159 255
97 158 255
98 157 255
99 156 255
100 155 255
101 154 255
102 153 255
103 152 255
104 151 255
105 150 255
106 148 255
107 147 255
108 147 255
109 146 255
110 145 255
111 144 255
112 143 255
113 142 255
114 141 255
115 140 255
116 139 255
117 138 255
118 137 255
119 136 255
120 135 255
121 134 255
122 132 255
123 131 255
124 131 255
125 130 255
126 129 255
127 128 255
128 127 255
129 126 255
130 125 255
131 124 255
132 122 255
133 121 255
134 121 255
135 120 255
136 119 255
137 118 255
138 117 255
139 116 255
140 114 255
141 113 255
142 113 255
143 112 255
144 111 255
145 110 255
146 109 255
147 108 255
148 106 255
149 105 255
150 105 255
151 104 255
152 103 255
153 102 255
154 101 255
155 100 255
156 98 255
157 97 255
158 97 255
159 96 255
160 95 255
161 94 255
162 93 255
163 92 255
164 90 255
165 89 255
166 89 255
167 88 255
168 87 255
169 86 255
170 85 255
171 84 255
172 82 255
173 81 255
174 81 255
175 80 255
176 79 255
177 78 255
178 77 255
179 76 255
180 74 255
181 73 255
182 73 255
183 72 255
184 71 255
185 70 255
186 69 255
187 68 255
188 66 255
189 65 255
190 65 255
191 64 255
192 63 255
193 62 255
194 61 255
195 60 255
196 58 255
197 57 255
198 56 255
199 56 255
200 55 255
201 54 255
202 53 255
203 52 255
204 50 255
205 49 255
206 48 255
207 48 255
208 47 255
209 46 255
210 45 255
211 44 255
212 42 255
213 41 255
214 40 255
215 40 255
216 39 255
217 38 255
218 37 255
219 36 255
220 34 255
221 33 255
222 32 255
223 32 255
224 31 255
225 30 255
226 29 255
227 28 255
228 26 255
229 25 255
230 24 255
231 24 255
232 23 255
233 22 255
234 21 255
235 20 255
236 18 255
237 17 255
238 16 255
239 16 255
240 15 255
241 14 255
242 13 255
243 12 255
244 10 255
245 9 255
246 8 255
247 8 255
248 7 255
249 6 255
250 5 255
251 4 255
252 2 255
253 1 255
254 0 255
255 0 255
